rating_date,local_currency,foreign_currency,產業類別,證券代號,公司名稱,快速連結,每股淨值,指標1,指標2_1_1,指標2_2_1,指標2_3_1,指標3_1,指標3_2,指標4_1_1,指標4_2_1,指標4_3_1,指標5,指標6,指標7,指標8,指標9,指標2_1_2,指標2_2_2,指標2_3_2,指標4_1_2,指標4_2_2,指標4_3_2,en_name
,,,電機機械,8374,羅昇,"

財報電子書

重大訊息
","109Q2     17.01
",普通交易,106,107,108,37.33,2.36,107,108,109Q2,"      0.00
",15.18,11.77,無,無,"                179,095
","                113,771
","                -73,817
","                 68,702
","                111,144
","                -18,138
","ACE PILLAR CO., LTD."
,,,電機機械,8996,高力,"

財報電子書

重大訊息
","109Q2     19.63
",普通交易,106,107,108,47.42,1.11,107,108,109Q2,"      0.00
",0,0,無,無,"                 56,138
","                229,734
","                158,138
","                476,892
","                283,828
","                 64,665
","KAORI  HEAT  TREATMENT  CO.,LTD"
,,,電器電纜,1603,華電,"

財報電子書

重大訊息
","109Q2     32.27
",普通交易,106,107,108,37.11,1.64,107,108,109Q2,"      8.88
",0,0,無,無,"                281,390
","                129,895
","                232,366
","                 70,078
","                253,443
","                  1,642
","CHINA WIRE & CABLE CO., LTD."
,,,電器電纜,1604,聲寶,"

財報電子書

重大訊息
","109Q2     16.32
",普通交易,106,107,108,49.86,0.98,107,108,109Q2,"      0.00
",0,0,無,無,"                312,404
","                661,816
","                738,963
","                -19,622
","                513,686
","                298,936
",Sampo Corporation
,,,電器電纜,1605,華新,"

財報電子書

重大訊息
","109Q2     22.55
",普通交易,106,107,108,46.79,1.66,107,108,109Q2,"     23.50
",22.38,0,無,無,"              6,559,984
","             11,756,781
","              3,149,679
","              3,019,281
","              8,627,191
","              3,550,156
",WALSIN LIHWA CORPORATION
,,,電器電纜,1608,華榮,"

財報電子書

重大訊息
","109Q2     14.36
",普通交易,106,107,108,40.11,1.4,107,108,109Q2,"      0.00
",0,0,無,無,"                439,569
","               -617,703
","                792,653
","              1,312,104
","                 79,594
","                 -3,183
","HUA ENG WIRE AND CABLE CO., LTD."
,,,電器電纜,1609,大亞,"

財報電子書

重大訊息
","109Q2     12.54
",普通交易,106,107,108,60.79,1.18,107,108,109Q2,"     38.96
",4.31,45.61,無,無,"                467,463
","                471,252
","                505,047
","                430,282
","                605,594
","              1,154,337
",TA YA ELECTRIC WIRE & CABLE
,,,電器電纜,1611,中電,"

財報電子書

重大訊息
","109Q2     12.55
",普通交易,106,107,108,34.79,1.95,107,108,109Q2,"     23.04
",0,0,無,無,"                618,224
","                 67,702
","                762,742
","               -198,828
","                274,006
","               -407,025
",CHINA ELECTRIC MFG. CORPORATION
,,,電器電纜,1612,宏泰,"

財報電子書

重大訊息
","109Q2     14.61
",普通交易,106,107,108,18.95,3.31,107,108,109Q2,"      0.00
",0,1.08,無,無,"                205,494
","                122,629
","                201,699
","                174,562
","                -57,608
","                173,288
","HONG TAI ELECTRIC INDUSTRIAL CO.,LTD."
,,,電器電纜,1614,三洋電,"

財報電子書

重大訊息
","109Q2     19.70
",普通交易,106,107,108,25.71,1.83,107,108,109Q2,"      9.81
",0,0,無,無,"                212,478
","                201,323
","                247,046
","                221,528
","                592,835
","                 40,118
","Taiwan Sanyo Electric  Co.,Ltd."
,,,電器電纜,1615,大山,"

財報電子書

重大訊息
","109Q2     16.14
",普通交易,106,107,108,36.28,1.73,107,108,109Q2,"     18.69
",8.31,0,無,無,"                146,774
","                196,605
","                244,323
","                131,540
","                   -910
","                 88,222
",Dah San Electric Wire & Cable Corp.
,,,電器電纜,1616,億泰,"

財報電子書

重大訊息
","109Q2      8.07
",普通交易,106,107,108,46.63,1.55,107,108,109Q2,"      0.00
",13.27,13.27,無,無,"               -110,177
","                 10,481
","                -58,185
","                 51,429
","                377,268
","                 69,012
",EVERTOP WIRE CABLE CORPORATION
,,,電器電纜,1617,榮星,"

財報電子書

重大訊息
","109Q2     11.56
",普通交易,106,107,108,40.72,1.83,107,108,109Q2,"     39.59
",0,7.01,無,無,"                115,867
","                216,681
","                 89,037
","                327,560
","                257,148
","                122,585
","JUNG SHING WIRE CO.,LTD."
,,,電器電纜,1618,合機,"

財報電子書

重大訊息
","109Q2     16.73
",普通交易,106,107,108,13.31,4.5,107,108,109Q2,"      0.00
",0,0,無,無,"                 83,332
","                -10,487
","                 67,942
","                188,435
","               -239,555
","                  8,841
","HOLD-KEY ELECTRIC WIRE & CABLE CO., LTD"
,,,電器電纜,1626,艾美特-KY,"

財報電子書

重大訊息
","109Q2     21.87
",普通交易,106,107,108,71.19,1.06,107,108,109Q2,"      0.00
",0,0,,無,"                  4,262
","                -14,599
","                251,919
","                672,080
","              1,456,592
","                454,350
",Airmate 
,,,電器電纜,4930,燦星網,"

財報電子書

重大訊息
","109Q2     26.39
",普通交易,106,107,108,55.14,2.3,107,108,109Q2,"      5.37
",0,12.28,無,無,"               -146,510
","               -198,531
","                 61,664
","               -472,031
","                188,096
","               -578,483
","Star  Comgistic Capital Co.,Ltd."
,,,電器電纜,5283,禾聯碩,"

財報電子書

重大訊息
","109Q2     49.87
",普通交易,106,107,108,38.24,1.85,107,108,109Q2,"      0.00
",0,0,無,無,"                783,489
","                809,969
","                774,334
","                535,984
","                696,983
","                453,966
","Heran Co., Ltd."
,,,生技醫療業,1598,岱宇,"

財報電子書

重大訊息
","109Q2     24.21
",普通交易,106,107,108,67.88,0.97,107,108,109Q2,"      7.09
",8,3.51,無,無,"               -150,891
","                107,123
","                189,001
","                -44,734
","                411,747
","              1,066,628
",Dyaco International Inc.
,,,生技醫療業,1701,中化,"

財報電子書

重大訊息
","109Q2     21.61
",普通交易,106,107,108,46.94,1.73,107,108,109Q2,"      0.00
",4.62,4.08,無,無,"                310,739
","                369,870
","                384,690
","                152,926
","                327,513
","                432,555
","CHINA CHEMICAL & PHARMACEUTICAL CO., LTD."
,,,生技醫療業,1707,葡萄王,"

財報電子書

重大訊息
","109Q2     42.74
",普通交易,106,107,108,41.99,0.71,107,108,109Q2,"      0.00
",0,0,無,無,"              1,351,941
","              1,295,394
","              1,309,020
","              2,417,429
","              2,171,439
","                943,042
",GRAPE KING BIO LTD
,,,化學工業,1708,東鹼,"

財報電子書

重大訊息
","109Q2     27.28
",普通交易,106,107,108,53.86,0.78,107,108,109Q2,"     40.91
",0,113.54,無,無,"                490,813
","                351,180
","                274,641
","                760,488
","                650,805
","                374,150
",SESODA CORPORATION
,,,化學工業,1709,和益,"

財報電子書

重大訊息
","109Q2     14.31
",普通交易,106,107,108,32.61,1.55,107,108,109Q2,"      0.00
",8.79,4.59,無,無,"                629,326
","                380,068
","                215,263
","               -181,269
","                933,679
","                743,991
",FORMOSAN UNION CHEMICAL CORP.
,,,化學工業,1710,東聯,"

財報電子書

重大訊息
","109Q2     14.36
",普通交易,106,107,108,57.31,0.77,107,108,109Q2,"      2.19
",0,20.88,無,無,"              1,749,409
","              1,750,724
","                 33,618
","              4,219,614
","               -747,297
","                642,803
","ORIENTAL UNION CHEMICAL CORP.,"
,,,化學工業,1711,永光,"

財報電子書

重大訊息
","109Q2     14.06
",普通交易,106,107,108,40.34,1.89,107,108,109Q2,"      9.55
",1.89,0.76,無,無,"                366,138
","                401,983
","                362,447
","                747,755
","              1,290,380
","                515,095
",Everlight Chemical Industrial Corporation
,,,化學工業,1712,興農,"

財報電子書

重大訊息
","109Q2     16.32
",普通交易,106,107,108,54.14,1.22,107,108,109Q2,"      0.00
",0,0,無,無,"                578,041
","                726,957
","                674,855
","              1,269,033
","              1,741,948
","              1,003,671
",SINON CORPORATION
,,,化學工業,1713,國化,"

財報電子書

重大訊息
","109Q2     15.01
",普通交易,106,107,108,9.39,7.84,107,108,109Q2,"      0.00
",0,0,無,無,"                 73,028
","                115,472
","                 96,464
","                 17,454
","                 -4,322
","                -10,796
",CATHAY CHEMICAL WORKS INC.
,,,化學工業,1714,和桐,"

財報電子書

重大訊息
","109Q2     12.27
",普通交易,106,107,108,35.37,2.72,107,108,109Q2,"     29.47
",0,3.15,無,無,"                336,968
","                263,828
","                 17,820
","              1,131,576
","              2,099,278
","              2,963,470
",HO TUNG CHEMICAL CORP.
,,,化學工業,1717,長興,"

財報電子書

重大訊息
","109Q2     16.03
",普通交易,106,107,108,61.53,1.79,107,108,109Q2,"     18.80
",0,41.04,無,無,"              1,909,634
","              1,550,515
","              2,466,356
","              2,883,250
","              4,946,144
","              1,981,747
","ETERNAL MATERIALS CO., LTD."
,,,化學工業,1718,中纖,"

財報電子書

重大訊息
","109Q2     16.52
",普通交易,106,107,108,91.8,0.84,107,108,109Q2,"     39.54
",0,0,無,無,"                793,987
","              1,372,035
","               -729,764
","              8,457,822
","             18,013,327
","             19,744,973
",China Man-Made Fiber Corporation
,,,生技醫療業,1720,生達,"

財報電子書

重大訊息
","109Q2     20.96
",普通交易,106,107,108,32.34,1.94,107,108,109Q2,"      2.00
",2.33,2.33,無,無,"                363,286
","                374,359
","                376,482
","                484,935
","                637,939
","                366,810
",Standard Chemical & Pharmaceutical Co. Ltd.
,,,化學工業,1721,三晃,"

財報電子書

重大訊息
","109Q2     13.22
",普通交易,106,107,108,40.87,2.39,107,108,109Q2,"      0.00
",0,0,無,無,"                 70,042
","                 16,123
","                 -6,808
","                183,340
","                218,633
","                108,514
","SUNKO INK CO., LTD."
,,,化學工業,1722,台肥,"

財報電子書

重大訊息
","109Q2     51.20
",普通交易,106,107,108,34.9,2.82,107,108,109Q2,"      0.00
",0.38,0.03,無,無,"              1,619,126
","              2,281,319
","              2,063,955
","              1,787,725
","              3,718,036
","                569,396
","TAIWAN FERTILIZER CO., LTD."
,,,化學工業,1723,中碳,"

財報電子書

重大訊息
","109Q2     25.90
",普通交易,106,107,108,46.08,0.91,107,108,109Q2,"      0.00
",0,0,無,無,"              1,159,836
","              1,508,446
","              1,292,839
","              1,797,545
","              1,542,235
","                627,270
","CHINA STEEL CHEMICAL CO.,"
,,,化學工業,1724,台硝,"

財報電子書

重大訊息
","109Q2     15.21
",普通交易,106,107,108,28.22,1.39,107,108,109Q2,"      0.00
",0,0,無,無,"                 87,389
","                 97,058
","                 71,223
","                409,026
","                337,073
","                119,977
","T.N.C.industrial co.,Ltd"
,,,化學工業,1725,元禎,"

財報電子書

重大訊息
","109Q2     17.75
",普通交易,106,107,108,38.41,2.35,107,108,109Q2,"     17.73
",0,1.99,無,無,"                215,991
","                217,339
","                194,677
","                378,165
","                382,391
","                 -3,278
","YUAN JEN ENTERPRISES CO.,LTD."
,,,化學工業,1726,永記,"

財報電子書

重大訊息
","109Q2     50.48
",普通交易,106,107,108,17.83,4.52,107,108,109Q2,"      0.00
",0,3.53,無,無,"                790,354
","                746,095
","                682,792
","                285,635
","                415,744
","                558,142
","YUNG CHI PAINT  VARNISH MFG.CO.,LTD"
,,,化學工業,1727,中華化,"

財報電子書

重大訊息
","109Q2     11.68
",普通交易,106,107,108,44.59,1.82,107,108,109Q2,"      0.00
",11.31,13.57,無,無,"                 92,474
","                 98,864
","                 33,265
","                348,883
","                250,242
","                129,801
","CHUNG HWA CHEMICAL INDUSTRIAL WORKS,LTD."
,,,化學工業,1730,花仙子,"

財報電子書

重大訊息
","109Q2     24.29
",普通交易,106,107,108,41.95,2.36,107,108,109Q2,"      0.00
",0,0,無,無,"                180,467
","                300,447
","                339,681
","                317,913
","                571,062
","                125,754
","FARCENT ENTERPRISE CO.,LTD"
,,,生技醫療業,1731,美吾華,"

財報電子書

重大訊息
","109Q2     13.40
",普通交易,106,107,108,26.48,3.57,107,108,109Q2,"      0.00
",0,0,無,無,"                 85,937
","                 75,765
","                100,605
","                228,458
","                217,457
","                 71,925
",MAYWUFA COMPANY LTD.
,,,化學工業,1732,毛寶,"

財報電子書

重大訊息
","109Q2     11.25
",普通交易,106,107,108,24.17,3.28,107,108,109Q2,"      0.00
",12.33,0,無,無,"                  7,238
","                  6,924
","                 24,858
","                 30,428
","                 24,476
","                 33,017
",Mao Bao INC.
,,,生技醫療業,1733,五鼎,"

財報電子書

重大訊息
","109Q2     16.01
",普通交易,106,107,108,42.55,1.67,107,108,109Q2,"      0.00
",7.32,4.57,無,無,"                 85,553
","                 95,119
","                113,859
","                 67,566
","                462,523
","                146,338
",Apex Biotechnology Corp.
,,,生技醫療業,1734,杏輝,"

財報電子書

重大訊息
","109Q2     15.91
",普通交易,106,107,108,50.19,1.68,107,108,109Q2,"     26.65
",0,12.37,無,無,"                 36,726
","                  8,785
","                 13,961
","                 79,502
","                -79,486
","                 59,710
","SINPHAR PHARMACEUTICAL CO.,LTD."
,,,化學工業,1735,日勝化,"

財報電子書

重大訊息
","109Q2     13.80
",普通交易,106,107,108,51.25,1.28,107,108,109Q2,"      0.00
",0,31.83,無,無,"                 62,703
","                 10,367
","                117,843
","                 39,874
","                408,510
","                211,147
","EVERMORE CHEMICAL INDUSTRY CO.,LTD."
,,,生技醫療業,1736,喬山,"

財報電子書

重大訊息
","109Q2     26.93
",普通交易,106,107,108,69.98,1.21,107,108,109Q2,"      0.00
",21.06,48.54,無,無,"                130,176
","                389,787
","              1,292,531
","                980,671
","                943,231
","              1,126,647
","Johnson Health Tech .Co., Ltd."
,,,生技醫療業,1760,寶齡富錦,"

財報電子書

重大訊息
","109Q2     15.69
",普通交易,106,107,108,37.61,2.14,107,108,109Q2,"     15.42
",0,0,無,無,"                 90,539
","                159,171
","                161,329
","                 78,584
","                 90,984
","                  8,500
",PANION & BF BIOTECH INC.
,,,生技醫療業,1762,中化生,"

財報電子書

重大訊息
","109Q2     30.64
",普通交易,106,107,108,22.69,2.16,107,108,109Q2,"      0.00
",0,0,無,無,"                 85,766
","                234,251
","                117,003
","                234,664
","                268,128
","                156,822
","Chunghwa Chemical Synthesis & Biotech Co.,Ltd"
,,,化學工業,1773,勝一,"

財報電子書

重大訊息
","109Q3     30.02
",普通交易,106,107,108,28.94,1.36,107,108,109Q3,"      0.00
",0,27.96,無,無,"                878,559
","                930,149
","                884,866
","                619,915
","              1,146,082
","              1,016,832
","Shiny Chemical Industrial Co.,Ltd"
,,,化學工業,1776,展宇,"

財報電子書

重大訊息
","109Q2     13.29
",普通交易,106,107,108,40.65,2.37,107,108,109Q2,"      0.00
",1.42,4.72,無,無,"                 93,687
","                -34,365
","                 59,512
","                -46,840
","                165,932
","                 72,038
",Headway Advanced Materials Inc.
,,,生技醫療業,1783,和康生,"

財報電子書

重大訊息
","109Q2     11.92
",普通交易,106,107,108,15.16,3.21,107,108,109Q2,"     18.60
",0,0,無,無,"                 15,787
","                 57,055
","                 60,111
","                170,581
","                 94,418
","                -19,383
",MAXIGEN BIOTECH INC.
,,,生技醫療業,1786,科妍,"

財報電子書

重大訊息
","109Q2     23.07
",普通交易,106,107,108,30.32,2.63,107,108,109Q2,"      8.08
",0,0,無,無,"                 17,139
","                 86,869
","                120,703
","                111,699
","                204,400
","                 67,746
",SciVision Biotech Inc.
,,,生技醫療業,1789,神隆,"

財報電子書

重大訊息
","109Q2     13.13
",普通交易,106,107,108,14.26,5.38,107,108,109Q2,"      3.93
",0,9.73,無,無,"                422,367
","                442,978
","                216,656
","              1,231,594
","                788,945
","                367,926
","ScinoPharm Taiwan, Ltd."
,,,生技醫療業,1795,美時,"

財報電子書

重大訊息
","109Q2     32.19
",普通交易,106,107,108,56.36,1.46,107,108,109Q2,"      0.00
",0,0,無,"有詳細資料
","                 21,791
","                 99,476
","                662,807
","                796,978
","                302,809
","              1,017,519
","Lotus Pharmaceutical Co.,Ltd."
,,,生技醫療業,3164,景岳,"

財報電子書

重大訊息
","109Q2     14.71
",普通交易,106,107,108,11.53,4.47,107,108,109Q2,"     51.50
",0,0,無,無,"                 45,600
","                158,019
","                 57,451
","                 56,032
","                 74,515
","                 25,638
",GenMont  Biotech Incorporation
,,,生技醫療業,3705,永信,"

財報電子書

重大訊息
","109Q2     22.83
",普通交易,106,107,108,49.45,1.27,107,108,109Q2,"     14.75
",0,24.31,無,無,"                514,056
","                701,982
","                748,601
","                953,914
","                940,649
","                577,245
",YungShin Global Holding Corporation
,,,化學工業,3708,上緯投控,"

財報電子書

重大訊息
","109Q2     53.87
",普通交易,106,107,108,46.65,2.04,107,108,109Q2,"      0.00
",5.97,14.01,無,無,"                218,916
","              1,013,327
","                824,850
","               -454,587
","                553,420
","                525,698
","Swancor Holding Co., LTD."
,,,生技醫療業,4104,佳醫,"

財報電子書

重大訊息
","109Q2     52.36
",普通交易,106,107,108,32.83,2.04,107,108,109Q2,"      0.00
",0,12.8,無,無,"                399,047
","                451,562
","                514,755
","                192,434
","              1,194,496
","                442,803
","EXCELSIOR MEDICAL CO.,LTD"
,,,生技醫療業,4106,雃博,"

財報電子書

重大訊息
","109Q2     19.90
",普通交易,106,107,108,35.72,1.8,107,108,109Q2,"      0.00
",1.96,10.44,無,無,"                118,263
","                108,413
","                 87,921
","                118,990
","                173,624
","                104,412
",APEX MEDICAL CORP.
,,,生技醫療業,4108,懷特,"

財報電子書

重大訊息
","109Q2      7.89
",普通交易,106,107,108,6.5,11.75,107,108,109Q2,"      0.00
",0,0,無,無,"               -206,349
","               -182,476
","               -170,752
","               -141,435
","               -121,446
","                -99,346
",PhytoHealth Corporation
,,,生技醫療業,4119,旭富,"

財報電子書

重大訊息
","109Q2     43.28
",普通交易,106,107,108,25.85,2.11,107,108,109Q2,"      0.00
",0,0,無,無,"                190,976
","                447,237
","                571,101
","                480,183
","                791,596
","                502,298
","SCI Pharmtech, Inc."
,,,生技醫療業,4133,亞諾法,"

財報電子書

重大訊息
","109Q2     19.74
",普通交易,106,107,108,5.51,11.01,107,108,109Q2,"      0.00
",0.42,0,無,無,"                 58,966
","                 46,118
","                  3,263
","                 89,168
","                 74,513
","                 30,913
","AbnovaTaiwan	Corporation"
,,,生技醫療業,4137,麗豐-KY,"

財報電子書

重大訊息
","109Q2     44.27
",普通交易,106,107,108,56.22,1.5,107,108,109Q2,"      0.00
",0,0,,無,"                582,962
","              1,218,880
","              1,432,163
","              1,316,502
","              1,833,543
","                 45,799
",CHLITINA HOLDING LIMITED
,,,生技醫療業,4141,龍燈-KY,"

財報電子書

重大訊息
","109Q2     27.14
",普通交易,106,107,108,70.15,0.98,107,108,109Q2,"     20.32
",0,0,,"有詳細資料
","               -152,663
","                 96,268
","               -452,364
","              1,048,372
","               -502,985
","                379,715
",Rotam Global AgroSciences Limited
,,,生技醫療業,4142,國光生,"

財報電子書

重大訊息
","109Q2     11.22
",普通交易,106,107,108,25.69,6.51,107,108,109Q2,"      0.00
",0,0,無,無,"               -760,176
","               -609,117
","               -280,678
","               -601,740
","               -261,703
","                392,157
",ADIMMUNE CORPORATION
,,,生技醫療業,4144,康聯-KY,"

財報電子書

重大訊息
","109Q2     28.57
",普通交易,106,107,108,41.91,1.08,107,108,109Q2,"      0.00
",0,0,,無,"                246,779
","                134,738
","                 84,296
","                358,571
","                -45,510
","                 85,210
",Coland Holdings Limited
,,,生技醫療業,4148,全宇生技-KY,"

財報電子書

重大訊息
","109Q2     29.27
",普通交易,106,107,108,16.05,4.83,107,108,109Q2,"      0.00
",0,0,,無,"                322,873
","                305,058
","                 35,694
","               -218,333
","                883,558
","               -106,201
",All Cosmos Bio-Tech Holding Corporation
,,,生技醫療業,4155,訊映,"

財報電子書

重大訊息
","109Q2     16.28
",普通交易,106,107,108,43.21,1.48,107,108,109Q2,"      0.00
",0,1.81,無,無,"                126,809
","                161,362
","                125,760
","                128,750
","                 45,177
","                 -3,921
","OK BIOTECH CO., LTD."
,,,生技醫療業,4164,承業醫,"

財報電子書

重大訊息
","109Q2     35.72
",普通交易,106,107,108,54.4,1.29,107,108,109Q2,"     50.84
",21.66,69.92,無,無,"                -86,695
","                323,422
","                395,172
","                390,688
","              1,189,693
","                191,374
",CHC Healthcare Group
,,,生技醫療業,4190,佐登-KY,"

財報電子書

重大訊息
","109Q2     29.25
",普通交易,106,107,108,71.83,0.41,107,108,109Q2,"      0.00
",0,0,,無,"                182,402
","                527,525
","                470,466
","                429,413
","                781,895
","                286,421
",JOURDENESS GROUP LIMITED
,,,化學工業,4720,德淵,"

財報電子書

重大訊息
","109Q2     11.80
",普通交易,106,107,108,59.21,1.64,107,108,109Q2,"     14.36
",4.09,30.28,無,無,"                 28,805
","                 31,171
","                 44,182
","                -41,856
","                198,330
","                -66,842
",TEX YEAR INDUSTRIES INC.
,,,化學工業,4722,國精化,"

財報電子書

重大訊息
","109Q2     24.33
",普通交易,106,107,108,25.87,2.63,107,108,109Q2,"     46.31
",0,5.34,無,無,"                295,168
","                253,856
","                256,708
","                340,993
","                472,587
","                127,602
",QUALIPOLY CHEMICAL CORP.
,,,化學工業,4725,信昌化,"

財報電子書

重大訊息
","109Q2      6.92
",變更交易,106,107,108,88.89,1.21,107,108,109Q2,"      0.00
",0,0,無,無,"               -354,571
","                332,064
","             -2,013,070
","                476,933
","               -410,005
","                457,837
",Taiwan Prosperity Chemical Corporation
,,,生技醫療業,4737,華廣,"

財報電子書

重大訊息
","109Q2     32.82
",普通交易,106,107,108,55.71,1.02,107,108,109Q2,"     13.25
",0,0,無,無,"                149,608
","                128,032
","                106,258
","                121,898
","                405,556
","                129,383
",BIONIME CORPORATION
,,,化學工業,4739,康普,"

財報電子書

重大訊息
","109Q2     35.27
",普通交易,106,107,108,44.95,1.32,107,108,109Q2,"     32.14
",0,2.81,無,無,"                411,530
","                393,022
","                128,016
","               -171,890
","              1,209,918
","                177,431
",Coremax Corporation
,,,生技醫療業,4746,台耀,"

財報電子書

重大訊息
","109Q2     48.29
",普通交易,106,107,108,49.15,1.23,107,108,109Q2,"     21.20
",0.05,0,無,無,"                238,645
","                176,821
","                 11,631
","                -80,894
","                289,924
","                113,459
","Formosa Laboratories, Inc."
,,,化學工業,4755,三福化,"

財報電子書

重大訊息
","109Q2     34.43
",普通交易,106,107,108,29.28,1.75,107,108,109Q2,"      0.00
",16.01,8,無,無,"                386,475
","                397,732
","                324,475
","                385,475
","                574,171
","                400,681
","San Fu Chemical Co., Ltd."
,,,化學工業,4763,材料-KY,"

財報電子書

重大訊息
","109Q2     23.10
",普通交易,106,107,108,52.06,1.16,107,108,109Q2,"      0.00
",0,7.39,,無,"                172,021
","                225,098
","                329,677
","                345,975
","                488,468
","                 80,063
","Jinan Acetate Chemical Co., LTD."
,,,化學工業,4764,雙鍵,"

財報電子書

重大訊息
","109Q2     28.20
",普通交易,106,107,108,52.09,1.57,107,108,109Q2,"      0.00
",0.82,0.28,無,無,"                330,948
","                562,234
","                194,461
","                444,755
","                452,212
","                 10,770
","Double Bond Chemical Ind. Co., Ltd."
,,,化學工業,4766,南寶,"

財報電子書

重大訊息
","109Q2     76.28
",普通交易,106,107,108,44.22,2.29,107,108,109Q2,"      0.00
",0,10.79,無,無,"                881,874
","                672,775
","              1,228,200
","                155,920
","              1,863,989
","                989,645
","NAN PAO RESINS CHEMICAL CO., LTD."
,,,生技醫療業,6452,康友-KY,"

財報電子書

重大訊息
","109Q1     76.28
",停止買賣,106,107,108,23.18,3.77,107,108,109Q1,"      0.00
",0,0,,"有詳細資料
","                952,004
","              1,114,329
","                945,807
","              1,251,261
","              1,375,113
","                271,382
","Pharmally International Holding Co., Ltd."
,,,生技醫療業,6491,晶碩,"

財報電子書

重大訊息
","109Q2     58.67
",普通交易,106,107,108,25.94,1.74,107,108,109Q2,"      0.00
",0,0,無,無,"                302,908
","                541,156
","                475,492
","              1,111,172
","                772,520
","                588,090
",PEGAVISION CORPORATION
,,,生技醫療業,6541,泰福-KY,"

財報電子書

重大訊息
","109Q2      7.02
",普通交易,106,107,108,24.61,5.17,107,108,109Q2,"      0.00
",0,0,,無,"             -1,409,800
","             -1,893,862
","             -2,274,226
","             -1,605,885
","             -1,898,660
","             -1,029,906
","Tanvex BioPharma, Inc."
,,,生技醫療業,6598,ABC-KY,"

財報電子書

重大訊息
","109Q2     13.50
",普通交易,106,107,108,13.4,13.26,107,108,109Q2,"      0.00
",0,0,,無,"               -263,460
","               -268,305
","               -280,073
","               -286,715
","               -313,838
","                -94,085
",Applied BioCode Corporation
,,,生技醫療業,6666,羅麗芬-KY,"

財報電子書

重大訊息
","109Q2     31.52
",普通交易,106,107,108,29.96,2.86,107,108,109Q2,"      0.00
",0,0,,"有詳細資料
","                240,015
","                431,247
","                497,740
","                505,960
","                 17,497
","                 36,451
","Luo Lih-Fen Holding Co., Ltd."
,,,玻璃陶瓷,1802,台玻,"

財報電子書

重大訊息
","109Q2     13.04
",普通交易,106,107,108,50.71,1.01,107,108,109Q2,"     33.17
",0,32.1,無,無,"              2,123,773
","              1,066,286
","             -1,448,450
","              4,244,769
","              3,342,454
","              1,755,431
",TAIWAN GLASS IND. CORP.
,,,玻璃陶瓷,1806,冠軍,"

財報電子書

重大訊息
","109Q2     12.46
",普通交易,106,107,108,41.86,1.69,107,108,109Q2,"      0.00
",14.15,5.93,無,無,"                -91,590
","               -572,683
","               -425,190
","                142,026
","                207,287
","               -152,939
","CHAMPION BUILDING MATERIALS CO.,LTD."
,,,玻璃陶瓷,1809,中釉,"

財報電子書

重大訊息
","109Q2     17.32
",普通交易,106,107,108,20.14,3.46,107,108,109Q2,"      0.00
",0,0.46,無,無,"                -15,446
","                     56
","                -40,763
","                 73,337
","                119,398
","                123,977
","China Glaze Co.,Ltd."
,,,玻璃陶瓷,1810,和成,"

財報電子書

重大訊息
","109Q2     15.19
",普通交易,106,107,108,47.44,1.21,107,108,109Q2,"     35.73
",0,16.37,無,無,"                167,992
","                -65,536
","                 47,916
","                199,632
","                328,712
","                194,934
",HOCHENG CORPORATION
,,,玻璃陶瓷,1817,凱撒衛,"

財報電子書

重大訊息
","109Q2     22.35
",普通交易,106,107,108,35.68,1.61,107,108,109Q2,"     13.08
",0,9.03,無,無,"                259,633
","                254,011
","                179,851
","                364,699
","                347,440
","                 -6,832
","SANITAR CO.,  LTD."
,,,造紙工業,1903,士紙,"

財報電子書

重大訊息
","109Q2      9.10
",普通交易,106,107,108,63.29,0.29,107,108,109Q2,"     40.60
",8.45,33.8,無,無,"               -170,453
","               -166,806
","               -179,534
","               -132,580
","               -125,433
","                -27,587
",Shihlin Paper Corporation
,,,造紙工業,1904,正隆,"

財報電子書

重大訊息
","109Q2     21.15
",普通交易,106,107,108,57.81,1.47,107,108,109Q2,"     24.26
",4.93,75.18,無,無,"              1,435,152
","              3,741,569
","              2,303,904
","              5,693,087
","              7,322,113
","              3,679,536
",Cheng Loong Corporation
,,,造紙工業,1905,華紙,"

財報電子書

重大訊息
","109Q2     13.50
",普通交易,106,107,108,46.18,1.12,107,108,109Q2,"      0.00
",0,5.8,無,無,"                618,582
","                445,663
","               -245,098
","                494,357
","                820,599
","               -636,085
",CHUNG HWA PULP CORP.
,,,造紙工業,1906,寶隆,"

財報電子書

重大訊息
","109Q2     24.49
",普通交易,106,107,108,34.44,0.16,107,108,109Q2,"      0.00
",0,0,無,無,"                418,519
","                502,099
","                121,324
","               -120,816
","                 64,161
","                107,505
","Baolong International Co., Ltd."
,,,造紙工業,1907,永豐餘,"

財報電子書

重大訊息
","109Q2     23.17
",普通交易,106,107,108,58.24,1.23,107,108,109Q2,"      0.00
",0,37.18,無,無,"              1,606,510
","              1,440,003
","              2,285,769
","              4,942,822
","             10,540,613
","              1,693,860
",YFY Inc.
,,,造紙工業,1909,榮成,"

財報電子書

重大訊息
","109Q2     17.19
",普通交易,106,107,108,68.35,0.67,107,108,109Q2,"      7.63
",3.09,150.65,無,無,"              3,882,815
","                934,694
","                533,773
","              4,231,685
","              5,768,204
","              1,309,361
","Longchen Paper & Packaging Co., Ltd."
